Company Name	Symbol
Sundaram Money Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	MF:119692
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan D - Direct Plan - Growth	MF:119693
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan D - Direct Plan - Dividend Payout	MF:119694
SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119695
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan A - Direct Plan - Dividend Payout	MF:119696
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan A - Direct Plan - Growth	MF:119697
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan B - Direct Plan - Growth	MF:119698
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan B - Direct Plan - Dividend Payout	MF:119699
SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH	MF:119700
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan C - Direct Plan - Growth	MF:119701
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan C - Direct Plan - Dividend Payout	MF:119702
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan E - Direct Plan - Dividend Payout	MF:119703
Sundaram Fixed Income Interval Fund- Quarterly Series-Plan E - Direct Plan - Growth	MF:119704
SBI COMMA Fund - DIRECT PLAN - Growth	MF:119705
SBI Gilt Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119706
SBI GILT FUND - DIRECT PLAN - GROWTH	MF:119707
SBI ESG Exclusionary Strategy Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119708
SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth	MF:119709
SBI MNC Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119710
SBI MNC FUND - DIRECT PLAN -GROWTH	MF:119711
SBI Medium to Long Duration Fund-DIRECT PLAN - Bonus	MF:119712
SBI Medium to Long Duration Fund - Direct Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119713
SBI Medium to Long Duration Fund-DIRECT PLAN -Growth	MF:119714
SBI Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119715
SBI MIDCAP FUND - DIRECT PLAN - GROWTH	MF:119716
SBI Flexicap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119717
SBI Flexicap Fund - DIRECT PLAN - Growth Option	MF:119718
SBI Children's Fund - Savings Plan - DIRECT PLAN - GROWTH	MF:119719
SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119720
SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth	MF:119721
SBI ELSS Tax Saver Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119722
SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH	MF:119723
SBI Contra Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119724
SBI FOCUSED FUND - DIRECT PLAN -GROWTH	MF:119727
SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119730
SBI Technology Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119731
SBI PSU Fund - DIRECT PLAN - GROWTH	MF:119732
SBI PSU Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119733
Kotak Bond Fund - Direct Plan - Standard IDCW option	MF:119734
Kotak Bond Fund - Growth - Direct	MF:119735
Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct	MF:119736
Kotak Bond Regular Plan Bonus Plan - Direct	MF:119737
Kotak Bond Short Term Plan-(Payout of Income Distribution cum capital withdrawal option) - Direct	MF:119738
Kotak Bond Short Term Plan-(Growth) - Direct	MF:119739
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	MF:119740
Kotak Credit Risk Fund - Growth - Direct	MF:119741
Kotak Credit Risk Fund - Monthly Payout of Income Distribution cum capital withdrawal option - Direct	MF:119742
Kotak Credit Risk Fund - Weekly Reinvestment of Income Distribution cum capital withdrawal option- Direct	MF:119743
Kotak Credit Risk Fund - Quaterly Direct Payout of Income Distribution cum capital withdrawal option - Direct	MF:119744
Kotak Money Market Scheme - (Daily Reinvestment of Income Distribution cum capital withdrawal option) - Direct	MF:119745
Kotak Money Market Fund - (Growth) - Direct	MF:119746
Kotak Money Market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct	MF:119747
Kotak Money Market Scheme - (Weekly Reinvestment of Income Distribution cum capital withdrawal option) - Direct	MF:119748
Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct	MF:119749
Kotak Savings Fund-Growth - Direct	MF:119750
Kotak Savings Fund-Monthly Payout of Income Distribution cum capital withdrawal option - Direct	MF:119751
Kotak Savings Fund-Weekly Weekly Reinvestment of Income Distribution cum capital withdrawal option- Direct	MF:119752
Kotak Dynamic Bond Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	MF:119753
Kotak Dynamic Bond Fund - Daily Dividend - Direct	MF:119754
Kotak Dynamic Bond Fund - Growth - Direct	MF:119755
Kotak Dynamic Bond Fund - Weekly Dividend Direct	MF:119756
Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct	MF:119757
Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct	MF:119758
Kotak Gilt-Investment Regular-Growth - Direct	MF:119759
Kotak Gilt-Savings-Annual Dividend - Direct	MF:119761
Kotak Gilt-Savings-Growth - Direct	MF:119762
Kotak Gilt-Savings-Monthly Dividend - Direct	MF:119763
Kotak Liquid Fund - Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option	MF:119764
Kotak Liquid - Weekly  Payout of Income Distribution cum capital withdrawal option - Direct	MF:119765
Kotak Liquid Fund - Direct Plan - Growth	MF:119766
Kotak Aggressive Hybrid Fund - Direct Plan - IDCW - Payout & Reinvestment of Income Distribution cum  capital withdrawal option	MF:119767
Kotak Contra Fund - Direct Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option- Direct	MF:119768
Kotak Contra Fund - Direct Plan - Growth	MF:119769
Kotak  Arbitrage Fund - Direct Plan - IDCW -Payout &  Reinvestment of Income Distribution cum capital withdrawal option	MF:119770
Kotak Arbitrage Fund - Direct Plan - Growth	MF:119771
Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct	MF:119772
Kotak ELSS Tax Saver Fund-Growth - Direct	MF:119773
Kotak Midcap Fund  - Direct Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option	MF:119774
Kotak Midcap Fund - Direct Plan - Growth	MF:119775
Kotak Multi Asset Omni FOF - Direct Payout of Income Distribution cum capital withdrawal option	MF:119776
Kotak Multi Asset Omni FOF - Direct Growth - Direct	MF:119777
Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option - Direct	MF:119778
Kotak Global Emerging Market overseas Equity Omni FOF - Growth - Direct	MF:119779
Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option- Direct	MF:119780
Kotak Gold Fund Growth - Direct	MF:119781
SBI Healthcare Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119782
SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH	MF:119783
SBI Ultra Short Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119784
L&T Credit Risk Fund - Direct Plan - IDCW	MF:119785
L&T Credit Risk Fund- Direct Plan - Growth	MF:119786
SBI GOLD FUND- DIRECT PLAN - GROWTH	MF:119788
SBI Gold Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119789
L&T Liquid Fund - Direct Plan -Growth	MF:119790
L&T Liquid Fund - Direct Plan -Daily IDCW	MF:119791
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119792
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119793
L&T Banking and PSU Debt Fund -  Direct Plan - Monthly IDCW	MF:119794
L&T Banking and PSU Debt Fund - Direct Plan - Growth	MF:119795
L&T Banking and PSU Debt Fund - Direct Plan - Daily IDCW	MF:119796
L&T Banking and PSU Debt Fund - Direct Plan - Weekly IDCW	MF:119797
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	MF:119798
SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119799
SBI Liquid Fund - DIRECT PLAN -Growth	MF:119800
L&T Equity Savings Fund- Direct Plan-Quarterly IDCW	MF:119801
L&T Equity Savings Fund - Direct Plan-Growth	MF:119802
L&T Equity Savings Fund - Direct Plan-Monthly IDCW	MF:119803
SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119804
SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119805
L&T Mid Cap Fund-Direct Plan -IDCW	MF:119806
L&T Mid Cap Fund-Direct Plan-Growth	MF:119807
L&T Low Duration Fund-Direct Plan-IDCW	MF:119808
L&T Low Duration Fund-Direct Plan-Growth	MF:119809
SBI Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119810
SBI Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119811
SBI LOW DURATION FUND - DIRECT PLAN - GROWTH	MF:119812
SBI Short Term Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119813
SBI Short Term Debt Fund - Direct Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119815
SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH	MF:119816
SBI Short Term Debt Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119817
SBI Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119818
SBI Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119819
SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119820
SBI  SAVINGS FUND - DIRECT PLAN - GROWTH	MF:119821
SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119822
SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119823
SBI MEDIUM DURATION FUND - DIRECT PLAN - GROWTH	MF:119824
SBI Medium Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119825
SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119826
SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH	MF:119827
SBI ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH	MF:119828
SBI Ultra Short Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119829
SBI Overnight Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119831
SBI Overnight Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119832
SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH	MF:119833
SBI Focused Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119834
SBI CONTRA FUND - DIRECT PLAN - GROWTH	MF:119835
SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119836
SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119837
SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119838
SBI Conservative Hybrid Fund - Direct Plan - Growth	MF:119839
SBI Multi Asset Allocation Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119840
SBI Multi Asset Allocation Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119841
SBI Multi Asset Allocation Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	MF:119842
SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH	MF:119843
L&T Triple Ace Bond Fund - Direct Plan -Growth	MF:119844
L&T Triple Ace Bond Fund - Direct Plan -Semi Annual IDCW	MF:119846
L&T Triple Ace Bond Fund -Direct Plan- Quarterly IDCW	MF:119847
L&T Ultra Short Term Fund- Direct Plan - Daily IDCW	MF:119848
L&T Ultra Short Term Fund-Direct Plan - Growth	MF:119849
L&T Ultra Short Term Fund- Direct Plan- Weekly IDCW	MF:119850
L&T Ultra Short Term Fund-Direct Plan -Monthly IDCW	MF:119851
L&T Conservative Hybrid Fund -Direct Plan- Growth	MF:119852
L&T Conservative Hybrid Fund -Direct Plan-Monthly IDCW	MF:119853
L&T Conservative Hybrid Fund -Direct Plan-Quarterly IDCW	MF:119854
L&T Short Term Bond Fund -Direct Plan - Bonus Option	MF:119855
L&T Short Term Bond Fund -Direct Plan- Growth	MF:119856
L&T Short Term Bond Fund -Direct Plan -  Monthly IDCW	MF:119857
L&T Short Term Bond Fund - Direct Plan - Quarterly IDCW	MF:119858
MOSt 10 Year Gilt Fund - Direct Plan - Growth	MF:119859
MOSt 10 Year Gilt Fund - Direct Plan - Dividend	MF:119860
Tata Liquid Fund- Direct Plan-Growth Option	MF:119861
Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option	MF:119862
Tata Treasury Advantage Fund - Direct Plan - Growth Option	MF:119863
Tata Treasury Advantage Fund Direct Plan - Daily Reinvestment of IDCW Option	MF:119864
Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option	MF:119865
JPMorgan India Equity Fund - Direct Plan - Dividend Option	MF:119866
JPMorgan India Equity Fund - Direct Plan - Growth Option	MF:119867
JPMorgan India Mid and Small Cap Fund - Direct Plan - Dividend Option	MF:119868
JPMorgan India Mid and Small Cap Fund - Direct Plan - Growth Option	MF:119869
JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option	MF:119870
JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option	MF:119871
JPMorgan Greater China Equity Off-shore Fund - Direct Plan - Growth Option	MF:119872
Tata Long Term Debt Fund - Direct Plan - Quartelry Dividend Plan	MF:119873
JPMorgan EEMEA Equity Off-shore Fund - Direct Plan - Growth Option	MF:119874
TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option	MF:119875
Tata Income Fund - Direct Plan - Growth Option	MF:119876
TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option	MF:119877
JPMorgan ASEAN Equity Off-shore Fund - Direct Plan - Growth Option	MF:119878
Tata Income Fund - Direct Plan - Bonus	MF:119879
JPMorgan India Active Bond Fund - Direct Plan - Dividend Option	MF:119881
JPMorgan India Active Bond Fund - Direct Plan - Annual Dividend Option	MF:119882
JPMorgan India Active Bond Fund - Direct Plan - Growth Option	MF:119883
Tata Fixed Income Portfolio Fund - Scheme A1 - Direct Plan - Growth	MF:119884
Tata Fixed Income Portfolio Fund - Scheme A1 - Direct Plan - Monthly Dividend	MF:119885
ING Core Equity Fund - Direct Plan - Growth Option	MF:119886
ING Core Equity Fund - Direct Plan - Dividend Option	MF:119887
JPMorgan India Short Term Income Fund - Direct Plan - Dividend Option	MF:119888
JPMorgan India Short Term Income Fund - Direct Plan -  Growth Option	MF:119890
JPMorgan India Short Term Income Fund - Direct Plan - Monthly Dividend Option	MF:119891
JPMorgan India Short Term Income Fund - Direct Plan - Weekly Dividend Option	MF:119892
BNP Paribas LARGE CAP Fund - Direct Plan - Growth Option	MF:119893
BNP Paribas LARGE CAP Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option	MF:119894
Tata Fixed Income Portfolio Fund - Scheme A2 - Direct Plan - Growth	MF:119895
Tata Fixed Income Portfolio Fund - Scheme A2 - Direct Plan - Monthly Dividend	MF:119896
ING Dividend Yield Fund - Direct Plan - Growth Option	MF:119897
ING Dividend Yield Fund - Direct Plan - Dividend Option	MF:119898
Tata Fixed Income Portfolio Fund - Scheme A3 - Direct Plan - Growth	MF:119899
Tata Fixed Income Portfolio Fund - Scheme A3 - Direct Plan - Monthly Dividend	MF:119900
JPMorgan India Liquid Fund - Direct Plan - Daily Dividend Option	MF:119902
JPMorgan India Liquid Fund - Direct Plan - Bonus Option	MF:119903
JPMorgan India Liquid Fund - Direct Plan - Weekly Dividend Option	MF:119904
JPMorgan India Liquid Fund - Direct Plan - Growth Option	MF:119905
JPMorgan India Liquid Fund - Direct Plan - Monthly Dividend Option	MF:119906
JPMorgan India Liquid Fund - Direct Plan - Fortnightly Dividend Option	MF:119908
ING Midcap Fund - Direct Plan - Growth Option	MF:119909
ING Midcap Fund - Direct Plan - Dividend Option	MF:119910
Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Quarterly Dividend	MF:119911
Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Growth	MF:119912
Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Monthly Dividend	MF:119913
ING Large Cap Equity Fund - Direct Plan - Growth Option	MF:119914
ING Large Cap Equity Fund - Direct Plan - Dividend Option	MF:119915
ING Tax Savings Fund - Direct Plan - Growth Option	MF:119916
ING Tax Savings Fund - Direct Plan - Dividend Option	MF:119917
ING Tax Savings Fund - Direct Plan - Bonus Option	MF:119918
Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - Monthly Dividend	MF:119919
Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - -Quarterly Dividend	MF:119920
Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - Growth	MF:119921
JPMorgan India Treasury Fund - Direct Plan - Dividend Option	MF:119922
JPMorgan India Treasury Fund - Direct Plan - Annual Dividend Option	MF:119923
JPMorgan India Treasury Fund - Direct Plan - Monthly Dividend Option	MF:119924
JPMorgan India Treasury Fund - Direct Plan - Weekly Dividend Option	MF:119925
JPMorgan India Treasury Fund - Direct Plan - Growth Option	MF:119926
JPMorgan India Treasury Fund - Direct Plan - Bonus Option	MF:119927
JPMorgan India Treasury Fund - Direct Plan - Daily Dividend Option	MF:119928
JPMorgan India Treasury Fund - Direct Plan - Fortnightly Dividend Option	MF:119929
Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Growth	MF:119930
Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Monthly Dividend	MF:119931
Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Half Yearly Dividend	MF:119932
ING Liquid Fund - Super Institutional Plan - Direct Plan- Daily Dividend Option	MF:119933
ING Liquid Fund - Super Institutional Plan - Direct Plan- Weekly Dividend Option	MF:119934
ING Liquid Fund - Super Institutional Plan - Direct Plan - Growth Option	MF:119935
Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Growth	MF:119936
Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Monthly Dividend	MF:119937
Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Half Yearly Dividend	MF:119938
ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Growth Option	MF:119939
ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Daily Dividend Option	MF:119940
ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Weekly Dividend Option	MF:119941
ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Quarterly Dividend Option	MF:119942
ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Monthly Dividend Option	MF:119943
Tata Gilt Mid Term Fund - Direct Plan - Growth	MF:119944
Tata Gilt Mid Term Fund - Direct Plan - Periodic Dividend	MF:119945
Tata Gilt Mid Term Fund - Direct Plan - Quarterly Dividend	MF:119946
DHFL Pramerica Credit Opportunities Fund - Direct Plan- Growth Option	MF:119947
DHFL Pramerica Credit Opportunities Fund - Direct Plan-Dividend Option	MF:119948
Tata Short Term Bond Fund - Direct Plan - Growth Option	MF:119949
Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option	MF:119950
Tata Floating Rate Fund - Long Term Plan - Direct Plan - Bonus/Dividend	MF:119951
Tata Floating Rate Fund - Long Term Plan - Direct Plan- Growth	MF:119952
Tata Gilt Securities Fund- Direct Plan - Growth Option	MF:119953
Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option	MF:119954
Tata Gilt Short Maturity Fund - Direct Plan - Growth	MF:119955
Tata Gilt Short Maturity Fund - Direct Plan - Dividend	MF:119956
Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option	MF:119957
Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option	MF:119958
Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option	MF:119959
Tata Equity Savings Fund- Direct Plan- Growth Option	MF:119960
ING Income Fund - Regular Plan - Direct Plan - Quarterly Dividend Option	MF:119961
ING Income Fund - Regular Plan - Direct Plan - Half Yearly Dividend Option	MF:119962
ING Income Fund - Regular Plan - Direct Plan - Annual Dividend Option	MF:119963
ING Income Fund - Regular Plan - Direct Plan - Growth Option	MF:119964
Tata MIP Plus Fund - Direct Plan - Monthly Dividend	MF:119965
ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Growth Option	MF:119966
ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Half Yearly Dividend Option	MF:119967
ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Annual Dividend Option	MF:119968
ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan  - Cyclical Series Option 2012	MF:119969
ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Growth Auto Income Payout Option	MF:119970
Tata MIP Plus Fund - Direct Plan - Quarterly Dividend	MF:119971
ING MIP Fund - Direct Plan - Monthly Dividend Option	MF:119972
ING MIP Fund - Direct Plan - Annual Dividend Option	MF:119973
ING MIP Fund - Direct Plan - Growth Option	MF:119974
ING MIP Fund - Direct Plan - Half Yearly Dividend Option	MF:119975
ING MIP Fund - Direct Plan - Quarterly Dividend Option	MF:119976
Tata MIP Plus Fund - Direct Plan - Growth	MF:119977
Tata MIP Plus Fund - Direct Plan - Half Yearly Dividend	MF:119978
ING Balanced Fund - Direct Plan - Growth Option	MF:119979
ING Balanced Fund - Direct Plan - Dividend Option	MF:119980
ING Short Term Income Fund - Direct Plan - Growth Option	MF:119981
ING Short Term Income Fund - Direct Plan - Dividend Option	MF:119982
BNP Paribas Corporate Bond Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option	MF:119983
BNP Paribas Corporate Bond Fund - Direct Plan - Growth Option	MF:119984
BNP Paribas Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option	MF:119985
BNP Paribas Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option	MF:119986
BNP Paribas MULTI CAP Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option	MF:119987
BNP Paribas MULTI CAP Fund - Direct Plan - Growth Option	MF:119988
ING Asset Allocator Multi-Manager FoF Scheme - Direct Plan - Growth Option	MF:119989
ING Asset Allocator Multi-Manager FoF Scheme - Direct Plan - Dividend Option	MF:119990
BNP Paribas Flexi Debt Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option	MF:119991
BNP Paribas Flexi Debt Fund - Direct Plan - Growth Option	MF:119992
BNP Paribas Flexi Debt Fund - Direct Plan - Half Yearly Income Distribution cum Capital Withdrawal Option	MF:119993
BNP Paribas Flexi Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option	MF:119994
BNP Paribas Flexi Debt Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option	MF:119995
BNP Paribas Flexi Debt Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option	MF:119996
ING Active Debt Multi-Manager FoF Scheme - Direct Plan - Dividend Option	MF:119997
ING Active Debt Multi-Manager FoF Scheme - Direct Plan - Growth Option	MF:119998
BNP Paribas Income And Gold Fund - Direct Plan - Dividend Option	MF:119999
BNP Paribas Income And Gold Fund - Direct Plan - Growth Option	MF:120000
BNP Paribas Mid Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option	MF:120001
BNP Paribas Mid Cap Fund - Direct Plan - Growth Option	MF:120002
ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan -  Direct Plan - Option A - Growth Option	MF:120003
ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan - Direct Plan - Option A- Dividend Option	MF:120004
ING 5 Star Multi Manager FoF Scheme - Direct Plan - Growth Option	MF:120005
ING 5 Star Multi Manager FoF Scheme - Direct Plan - Dividend Option	MF:120006
BNP Paribas LOW DURATION Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option	MF:120007
BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option	MF:120008
BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option	MF:120009
BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option	MF:120010
ING Global Commodities Fund - Direct plan - Growth Option	MF:120013
ING Global Commodities Fund - Direct Plan - Dividend Option	MF:120014
ING Multi Manager Equity Fund - Direct Plan - Option A Dividend Option	MF:120015
ING Multi Manager Equity Fund - Direct Plan - Option A -  Growth  Option	MF:120016
ING Global Real Estate Fund - Retail Plan - Direct Plan - Growth Option	MF:120017
ING Global Real Estate Fund - Retail Plan - Direct Plan - Dividend Option	MF:120018
ING Latin America Equity Fund - Direct Plan - Growth Option	MF:120019
ING Latin America Equity Fund - Direct Plan - Dividend Option	MF:120020
ING Financial Planning Fund - Cautious Plan - Direct Plan - Dividend Option	MF:120021
ING Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option	MF:120022
ING Financial Planning Fund - Conservative Plan - Direct Plan - Dividend Option	MF:120023
ING Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option	MF:120024
ING Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option	MF:120025
ING Financial Planning Fund - Aggressive Plan - Direct Plan - Dividend Option	MF:120026
ING Financial Planning Fund - Cautious Plan - Direct Plan - Growth Option	MF:120027
ING Financial Planning Fund - Prudent Plan - Direct Plan - Dividend Option	MF:120028
HSBC Large Cap Fund - Direct IDCW	MF:120029
HSBC Large Cap Fund - Direct Growth	MF:120030
ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan - Direct Plan - Option A - Dividend Option	MF:120031
ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan -Direct Plan - Option A -  Growth Option	MF:120032
HSBC Infrastructure Equity Fund - IDCW Direct Plan	MF:120033
HSBC Infrastructure Equity Fund - Growth Direct	MF:120034
HSBC Brazil Fund - Growth Direct	MF:120035
HSBC Brazil Fund - IDCW Direct Plan	MF:120036
HSBC Liquid Fund - Direct Daily IDCW	MF:120037
HSBC Liquid Fund -  Growth Direct	MF:120038
HSBC Liquid Fund - Direct Monthly IDCW	MF:120039
HSBC Liquid Fund - Direct Weekly IDCW	MF:120040
HSBC Dynamic Asset Allocation Fund-Dividend Direct	MF:120041
HSBC Dynamic Asset Allocation Fund-Growth Direct	MF:120042
HSBC Global Emerging Market Fund - Growth Direct	MF:120043
HSBC Global Emerging Markets Fund - IDCW Direct Plan	MF:120044
